"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상","2023년12월_남_총인구수","2023년12월_남_연령구간인구수","2023년12월_남_0~9세","2023년12월_남_10~19세","2023년12월_남_20~29세","2023년12월_남_30~39세","2023년12월_남_40~49세","2023년12월_남_50~59세","2023년12월_남_60~69세","2023년12월_남_70~79세","2023년12월_남_80~89세","2023년12월_남_90~99세","2023년12월_남_100세 이상","2023년12월_여_총인구수","2023년12월_여_연령구간인구수","2023년12월_여_0~9세","2023년12월_여_10~19세","2023년12월_여_20~29세","2023년12월_여_30~39세","2023년12월_여_40~49세","2023년12월_여_50~59세","2023년12월_여_60~69세","2023년12월_여_70~79세","2023년12월_여_80~89세","2023년12월_여_90~99세","2023년12월_여_100세 이상"
"충청북도 청주시 (4311000000)","852,189","852,189","63,606","84,520","111,820","118,033","134,187","141,304","114,522","52,168","27,833","4,109","87","430,449","430,449","32,461","43,499","60,727","63,850","68,296","70,460","56,505","24,007","9,778","856","10","421,740","421,740","31,145","41,021","51,093","54,183","65,891","70,844","58,017","28,161","18,055","3,253","77"
"충청북도 청주시 상당구 (4311100000)","200,575","200,575","15,165","20,108","23,247","24,945","30,811","34,747","29,014","13,775","7,658","1,081","24","99,657","99,657","7,611","10,389","12,480","12,943","15,378","17,173","14,414","6,347","2,704","214","4","100,918","100,918","7,554","9,719","10,767","12,002","15,433","17,574","14,600","7,428","4,954","867","20"
"충청북도 청주시 서원구 (4311200000)","186,302","186,302","10,576","17,937","26,197","21,189","26,928","33,560","28,435","13,459","6,975","1,027","19","92,775","92,775","5,471","9,249","14,131","11,408","13,385","16,470","13,837","6,080","2,516","227","1","93,527","93,527","5,105","8,688","12,066","9,781","13,543","17,090","14,598","7,379","4,459","800","18"
"충청북도 청주시 흥덕구 (4311300000)","274,594","274,594","22,190","26,684","38,259","43,860","44,109","44,389","33,390","13,791","6,827","1,071","24","139,804","139,804","11,336","13,703","20,664","23,889","22,458","22,159","16,522","6,467","2,382","219","5","134,790","134,790","10,854","12,981","17,595","19,971","21,651","22,230","16,868","7,324","4,445","852","19"
"충청북도 청주시 청원구 (4311400000)","190,718","190,718","15,675","19,791","24,117","28,039","32,339","28,608","23,683","11,143","6,373","930","20","98,213","98,213","8,043","10,158","13,452","15,610","17,075","14,658","11,732","5,113","2,176","196","0","92,505","92,505","7,632","9,633","10,665","12,429","15,264","13,950","11,951","6,030","4,197","734","20"
"충청북도 충주시 (4313000000)","207,778","207,778","12,215","17,874","21,773","22,423","29,047","36,566","36,466","18,432","11,272","1,667","43","105,420","105,420","6,195","9,278","12,415","12,567","14,968","18,712","18,428","8,411","4,058","379","9","102,358","102,358","6,020","8,596","9,358","9,856","14,079","17,854","18,038","10,021","7,214","1,288","34"
"충청북도 제천시 (4315000000)","130,194","130,194","7,044","11,184","14,011","11,587","16,373","23,038","25,119","13,326","7,515","969","28","65,456","65,456","3,643","5,734","7,772","6,289","8,398","11,855","12,516","6,278","2,762","204","5","64,738","64,738","3,401","5,450","6,239","5,298","7,975","11,183","12,603","7,048","4,753","765","23"
"충청북도 보은군 (4372000000)","31,010","31,010","1,109","1,875","1,951","1,838","2,862","5,276","7,650","4,499","3,327","615","8","15,671","15,671","575","1,004","1,150","1,014","1,586","2,903","4,009","2,168","1,129","131","2","15,339","15,339","534","871","801","824","1,276","2,373","3,641","2,331","2,198","484","6"
"충청북도 옥천군 (4373000000)","48,891","48,891","1,945","3,594","3,761","3,219","5,569","8,547","10,846","6,534","4,151","704","21","24,718","24,718","1,022","1,890","2,170","1,696","2,936","4,557","5,657","3,179","1,432","176","3","24,173","24,173","923","1,704","1,591","1,523","2,633","3,990","5,189","3,355","2,719","528","18"
"충청북도 영동군 (4374000000)","44,195","44,195","1,624","2,920","3,306","2,640","4,374","7,841","10,237","6,337","4,298","602","16","22,146","22,146","832","1,515","1,864","1,451","2,348","4,250","5,285","2,932","1,531","138","0","22,049","22,049","792","1,405","1,442","1,189","2,026","3,591","4,952","3,405","2,767","464","16"
"충청북도 증평군 (4374500000)","37,484","37,484","2,633","3,381","4,251","4,545","5,506","6,309","5,879","3,004","1,735","237","4","19,523","19,523","1,355","1,791","2,452","2,565","3,006","3,303","2,980","1,420","604","46","1","17,961","17,961","1,278","1,590","1,799","1,980","2,500","3,006","2,899","1,584","1,131","191","3"
"충청북도 진천군 (4375000000)","86,254","86,254","6,555","8,456","8,641","10,900","14,292","14,458","12,531","5,964","3,858","592","7","45,652","45,652","3,434","4,389","5,040","6,139","7,802","7,974","6,578","2,847","1,321","126","2","40,602","40,602","3,121","4,067","3,601","4,761","6,490","6,484","5,953","3,117","2,537","466","5"
"충청북도 괴산군 (4376000000)","36,590","36,590","1,124","1,795","2,156","2,054","3,325","6,580","9,859","5,512","3,609","567","9","18,872","18,872","581","918","1,279","1,175","1,876","3,625","5,298","2,734","1,273","113","0","17,718","17,718","543","877","877","879","1,449","2,955","4,561","2,778","2,336","454","9"
"충청북도 음성군 (4377000000)","91,183","91,183","4,549","7,136","8,217","8,822","12,483","17,418","17,737","8,705","5,289","803","24","48,454","48,454","2,346","3,769","4,698","5,103","6,951","9,690","9,496","4,316","1,915","163","7","42,729","42,729","2,203","3,367","3,519","3,719","5,532","7,728","8,241","4,389","3,374","640","17"
"충청북도 단양군 (4380000000)","27,701","27,701","929","1,711","1,789","1,700","2,684","5,113","7,136","3,952","2,362","316","9","14,087","14,087","477","933","1,049","925","1,439","2,756","3,728","1,859","848","72","1","13,614","13,614","452","778","740","775","1,245","2,357","3,408","2,093","1,514","244","8"
"충청남도  (4400000000)","2,130,119","2,130,119","143,771","202,057","225,658","251,099","323,996","350,093","325,082","178,624","110,575","18,670","494","1,091,570","1,091,570","73,713","104,493","125,506","136,399","172,380","185,944","165,155","84,068","39,366","4,478","68","1,038,549","1,038,549","70,058","97,564","100,152","114,700","151,616","164,149","159,927","94,556","71,209","14,192","426"
"충청남도 천안시 (4413000000)","655,959","655,959","49,866","67,542","89,668","96,930","111,427","108,174","78,573","33,572","17,435","2,692","80","336,169","336,169","25,607","34,800","47,890","52,017","58,159","55,319","39,889","15,703","6,176","599","10","319,790","319,790","24,259","32,742","41,778","44,913","53,268","52,855","38,684","17,869","11,259","2,093","70"
"충청남도 천안시 동남구 (4413100000)","256,691","256,691","16,198","25,365","33,420","30,916","40,809","44,828","37,385","17,221","9,067","1,438","44","130,122","130,122","8,286","13,112","17,718","16,588","21,003","22,861","18,806","8,144","3,264","334","6","126,569","126,569","7,912","12,253","15,702","14,328","19,806","21,967","18,579","9,077","5,803","1,104","38"
"충청남도 천안시 서북구 (4413300000)","399,268","399,268","33,668","42,177","56,248","66,014","70,618","63,346","41,188","16,351","8,368","1,254","36","206,047","206,047","17,321","21,688","30,172","35,429","37,156","32,458","21,083","7,559","2,912","265","4","193,221","193,221","16,347","20,489","26,076","30,585","33,462","30,888","20,105","8,792","5,456","989","32"
"충청남도 공주시 (4415000000)","102,104","102,104","4,444","7,880","10,921","8,314","11,937","17,149","20,650","11,779","7,605","1,386","39","50,924","50,924","2,288","4,119","5,754","4,540","6,275","8,843","10,402","5,625","2,715","356","7","51,180","51,180","2,156","3,761","5,167","3,774","5,662","8,306","10,248","6,154","4,890","1,030","32"
"충청남도 보령시 (4418000000)","95,772","95,772","4,822","7,615","7,974","8,068","12,455","16,428","18,746","11,551","6,948","1,135","30","48,494","48,494","2,420","3,966","4,545","4,496","6,786","8,823","9,392","5,277","2,504","280","5","47,278","47,278","2,402","3,649","3,429","3,572","5,669","7,605","9,354","6,274","4,444","855","25"
"충청남도 아산시 (4420000000)","345,796","345,796","30,810","38,366","38,027","50,783","62,699","53,020","39,436","19,766","11,101","1,743","45","180,223","180,223","15,910","19,686","21,269","27,109","33,817","28,747","20,193","9,057","4,040","388","7","165,573","165,573","14,900","18,680","16,758","23,674","28,882","24,273","19,243","10,709","7,061","1,355","38"
"충청남도 서산시 (4421000000)","176,011","176,011","12,756","17,021","17,500","20,495","26,985","29,821","26,085","14,523","9,119","1,663","43","92,112","92,112","6,518","8,868","10,670","11,690","14,332","16,030","13,264","7,039","3,323","375","3","83,899","83,899","6,238","8,153","6,830","8,805","12,653","13,791","12,821","7,484","5,796","1,288","40"
"충청남도 논산시 (4423000000)","110,423","110,423","5,609","8,866","9,673","9,286","13,454","18,684","21,728","12,981","8,602","1,505","35","55,187","55,187","2,880","4,584","5,414","4,997","7,126","9,819","11,075","6,005","2,927","354","6","55,236","55,236","2,729","4,282","4,259","4,289","6,328","8,865","10,653","6,976","5,675","1,151","29"
"충청남도 계룡시 (4425000000)","46,667","46,667","3,768","6,278","4,907","5,418","8,493","8,055","5,737","2,535","1,253","215","8","23,294","23,294","1,906","3,285","2,751","2,798","4,118","4,038","2,722","1,223","410","41","2","23,373","23,373","1,862","2,993","2,156","2,620","4,375","4,017","3,015","1,312","843","174","6"
"충청남도 당진시 (4427000000)","170,302","170,302","12,987","16,497","14,828","20,560","28,001","28,202","25,079","13,800","8,903","1,404","41","90,987","90,987","6,635","8,563","8,806","11,795","15,734","16,008","13,159","6,676","3,254","355","2","79,315","79,315","6,352","7,934","6,022","8,765","12,267","12,194","11,920","7,124","5,649","1,049","39"
"충청남도 금산군 (4471000000)","50,093","50,093","1,900","4,043","3,392","3,136","5,480","8,817","11,076","6,863","4,657","707","22","25,355","25,355","931","2,136","1,952","1,667","2,987","4,851","5,823","3,248","1,577","180","3","24,738","24,738","969","1,907","1,440","1,469","2,493","3,966","5,253","3,615","3,080","527","19"
"충청남도 부여군 (4476000000)","61,046","61,046","2,155","4,072","4,313","3,648","6,110","9,763","13,854","9,238","6,625","1,238","30","30,417","30,417","1,135","2,169","2,500","1,970","3,353","5,233","7,011","4,352","2,370","321","3","30,629","30,629","1,020","1,903","1,813","1,678","2,757","4,530","6,843","4,886","4,255","917","27"
"충청남도 서천군 (4477000000)","49,116","49,116","1,784","3,085","3,148","2,953","4,909","7,830","10,889","7,856","5,563","1,077","22","24,257","24,257","896","1,571","1,828","1,640","2,665","4,253","5,522","3,664","1,963","252","3","24,859","24,859","888","1,514","1,320","1,313","2,244","3,577","5,367","4,192","3,600","825","19"
"충청남도 청양군 (4479000000)","30,168","30,168","970","1,924","2,471","1,841","2,720","4,905","6,865","4,419","3,416","629","8","15,427","15,427","497","1,023","1,460","1,023","1,569","2,778","3,557","2,145","1,190","182","3","14,741","14,741","473","901","1,011","818","1,151","2,127","3,308","2,274","2,226","447","5"
"충청남도 홍성군 (4480000000)","97,524","97,524","6,268","9,320","8,620","9,340","13,492","15,642","16,547","10,168","6,935","1,154","38","48,677","48,677","3,239","4,774","4,755","4,960","6,882","8,354","8,280","4,732","2,408","289","4","48,847","48,847","3,029","4,546","3,865","4,380","6,610","7,288","8,267","5,436","4,527","865","34"
"충청남도 예산군 (4481000000)","78,354","78,354","3,307","5,510","5,961","6,233","8,879","13,156","16,389","10,509","7,199","1,178","33","39,285","39,285","1,680","2,874","3,350","3,408","4,738","7,158","8,238","4,912","2,630","293","4","39,069","39,069","1,627","2,636","2,611","2,825","4,141","5,998","8,151","5,597","4,569","885","29"
"충청남도 태안군 (4482500000)","60,784","60,784","2,325","4,038","4,255","4,094","6,955","10,447","13,428","9,064","5,214","944","20","30,762","30,762","1,171","2,075","2,562","2,289","3,839","5,690","6,628","4,410","1,879","213","6","30,022","30,022","1,154","1,963","1,693","1,805","3,116","4,757","6,800","4,654","3,335","731","14"
"전라북도  (4500000000)","1,754,757","1,754,757","102,482","164,304","190,813","172,999","245,114","300,818","284,897","171,805","104,131","16,920","474","873,419","873,419","52,352","84,960","103,468","90,056","125,613","156,268","142,143","78,851","35,933","3,714","61","881,338","881,338","50,130","79,344","87,345","82,943","119,501","144,550","142,754","92,954","68,198","13,206","413"
"전라북도 전주시 (4511000000)","642,727","642,727","43,992","67,931","85,269","76,788","99,645","108,843","86,065","46,991","23,617","3,502","84","315,709","315,709","22,493","34,988","44,688","39,451","48,907","53,538","40,855","21,087","8,843","848","11","327,018","327,018","21,499","32,943","40,581","37,337","50,738","55,305","45,210","25,904","14,774","2,654","73"
"전라북도 전주시 완산구 (4511100000)","327,178","327,178","19,679","32,693","44,382","37,398","47,979","57,655","47,086","25,646","12,648","1,962","50","158,979","158,979","10,136","16,955","22,988","19,238","23,167","27,756","22,085","11,538","4,644","467","5","168,199","168,199","9,543","15,738","21,394","18,160","24,812","29,899","25,001","14,108","8,004","1,495","45"
"전라북도 전주시 덕진구 (4511300000)","315,549","315,549","24,313","35,238","40,887","39,390","51,666","51,188","38,979","21,345","10,969","1,540","34","156,730","156,730","12,357","18,033","21,700","20,213","25,740","25,782","18,770","9,549","4,199","381","6","158,819","158,819","11,956","17,205","19,187","19,177","25,926","25,406","20,209","11,796","6,770","1,159","28"
"전라북도 군산시 (4513000000)","259,980","259,980","16,455","25,605","26,581","26,275","40,779","45,066","41,269","24,089","11,854","1,956","51","131,719","131,719","8,342","13,199","14,795","13,884","21,242","23,886","20,524","11,185","4,232","420","10","128,261","128,261","8,113","12,406","11,786","12,391","19,537","21,180","20,745","12,904","7,622","1,536","41"
"전라북도 익산시 (4514000000)","270,036","270,036","14,667","25,586","31,983","25,909","37,184","48,019","44,935","25,289","14,065","2,350","49","134,381","134,381","7,432","13,143","17,418","13,633","19,026","24,362","22,335","11,684","4,843","501","4","135,655","135,655","7,235","12,443","14,565","12,276","18,158","23,657","22,600","13,605","9,222","1,849","45"
"전라북도 정읍시 (4518000000)","103,620","103,620","4,975","8,616","9,275","7,822","12,900","18,132","18,761","12,570","8,965","1,557","47","51,624","51,624","2,553","4,532","5,202","4,150","6,762","9,776","9,625","5,672","3,026","319","7","51,996","51,996","2,422","4,084","4,073","3,672","6,138","8,356","9,136","6,898","5,939","1,238","40"
"전라북도 남원시 (4519000000)","76,781","76,781","3,837","6,591","6,347","5,597","9,090","13,565","14,160","9,580","6,869","1,106","39","37,674","37,674","2,009","3,428","3,553","2,886","4,570","7,219","7,170","4,368","2,232","230","9","39,107","39,107","1,828","3,163","2,794","2,711","4,520","6,346","6,990","5,212","4,637","876","30"
"전라북도 김제시 (4521000000)","81,430","81,430","3,610","5,810","6,941","6,276","9,157","13,334","16,006","10,906","7,832","1,512","46","40,631","40,631","1,851","3,008","3,921","3,292","5,063","7,446","8,201","4,956","2,564","321","8","40,799","40,799","1,759","2,802","3,020","2,984","4,094","5,888","7,805","5,950","5,268","1,191","38"
"전라북도 완주군 (4571000000)","97,827","97,827","6,197","8,651","9,158","10,461","13,648","16,470","16,739","9,519","5,962","994","28","50,192","50,192","3,109","4,484","5,107","5,464","7,321","9,022","8,786","4,659","2,030","207","3","47,635","47,635","3,088","4,167","4,051","4,997","6,327","7,448","7,953","4,860","3,932","787","25"
"전라북도 진안군 (4572000000)","24,465","24,465","926","1,559","1,622","1,396","2,223","4,269","5,588","3,711","2,701","455","15","12,497","12,497","471","819","936","681","1,272","2,426","3,047","1,821","933","90","1","11,968","11,968","455","740","686","715","951","1,843","2,541","1,890","1,768","365","14"
"전라북도 무주군 (4573000000)","23,251","23,251","852","1,708","1,528","1,454","2,485","4,024","5,030","3,172","2,581","400","17","11,629","11,629","453","862","855","783","1,361","2,260","2,668","1,421","873","91","2","11,622","11,622","399","846","673","671","1,124","1,764","2,362","1,751","1,708","309","15"
"전라북도 장수군 (4574000000)","20,983","20,983","818","1,554","1,362","1,203","2,148","3,573","4,456","3,144","2,355","359","11","10,535","10,535","421","806","792","621","1,212","1,997","2,333","1,509","744","99","1","10,448","10,448","397","748","570","582","936","1,576","2,123","1,635","1,611","260","10"
"전라북도 임실군 (4575000000)","25,956","25,956","1,100","1,453","1,712","1,667","2,317","4,296","5,603","4,007","3,248","538","15","13,354","13,354","578","761","1,014","890","1,388","2,482","3,120","1,914","1,070","135","2","12,602","12,602","522","692","698","777","929","1,814","2,483","2,093","2,178","403","13"
"전라북도 순창군 (4577000000)","26,764","26,764","1,094","2,076","1,998","1,611","2,911","4,427","5,359","3,746","3,086","438","18","13,161","13,161","552","1,076","1,119","811","1,579","2,464","2,839","1,667","943","110","1","13,603","13,603","542","1,000","879","800","1,332","1,963","2,520","2,079","2,143","328","17"
"전라북도 고창군 (4579000000)","51,750","51,750","2,047","3,841","3,493","3,295","5,264","8,566","10,587","7,726","5,926","965","40","25,817","25,817","1,089","2,128","2,030","1,750","2,951","4,823","5,400","3,539","1,921","184","2","25,933","25,933","958","1,713","1,463","1,545","2,313","3,743","5,187","4,187","4,005","781","38"
"전라북도 부안군 (4580000000)","49,187","49,187","1,912","3,323","3,544","3,245","5,363","8,234","10,339","7,355","5,070","788","14","24,496","24,496","999","1,726","2,038","1,760","2,959","4,567","5,240","3,369","1,679","159","0","24,691","24,691","913","1,597","1,506","1,485","2,404","3,667","5,099","3,986","3,391","629","14"
"전라남도  (4600000000)","1,804,217","1,804,217","107,726","158,933","178,152","169,502","240,813","310,282","305,457","189,922","123,690","19,148","592","909,548","909,548","55,007","81,807","99,758","89,471","127,824","167,170","156,840","87,378","40,423","3,801","69","894,669","894,669","52,719","77,126","78,394","80,031","112,989","143,112","148,617","102,544","83,267","15,347","523"
"전라남도 목포시 (4611000000)","214,156","214,156","13,517","23,295","24,374","21,564","34,520","36,966","31,554","18,536","8,672","1,121","37","106,416","106,416","6,953","11,907","13,291","11,027","17,771","18,953","14,916","8,264","3,084","245","5","107,740","107,740","6,564","11,388","11,083","10,537","16,749","18,013","16,638","10,272","5,588","876","32"
"전라남도 여수시 (4613000000)","271,696","271,696","17,081","24,643","29,965","28,128","38,658","47,483","44,924","26,101","12,770","1,881","62","138,354","138,354","8,705","12,622","16,977","15,312","20,240","25,044","22,348","12,232","4,501","366","7","133,342","133,342","8,376","12,021","12,988","12,816","18,418","22,439","22,576","13,869","8,269","1,515","55"
"전라남도 순천시 (4615000000)","278,137","278,137","20,198","28,668","33,557","32,076","40,476","49,124","40,507","19,932","11,671","1,879","49","138,814","138,814","10,352","14,799","18,361","16,656","20,007","24,551","20,413","9,352","3,937","382","4","139,323","139,323","9,846","13,869","15,196","15,420","20,469","24,573","20,094","10,580","7,734","1,497","45"
"전라남도 나주시 (4617000000)","117,377","117,377","8,994","10,111","11,390","14,165","17,039","17,538","18,239","11,190","7,475","1,198","38","59,261","59,261","4,619","5,208","5,998","7,302","9,199","9,644","9,503","5,141","2,392","248","7","58,116","58,116","4,375","4,903","5,392","6,863","7,840","7,894","8,736","6,049","5,083","950","31"
"전라남도 광양시 (4623000000)","152,666","152,666","11,427","15,663","17,976","18,305","22,862","30,143","21,190","9,025","5,146","898","31","79,892","79,892","5,802","8,027","10,444","9,965","12,059","16,084","11,285","4,373","1,703","149","1","72,774","72,774","5,625","7,636","7,532","8,340","10,803","14,059","9,905","4,652","3,443","749","30"
"전라남도 담양군 (4671000000)","45,373","45,373","1,973","2,912","3,831","3,355","4,763","7,977","9,429","6,032","4,403","664","34","22,961","22,961","977","1,501","2,221","1,729","2,641","4,408","5,040","2,848","1,446","147","3","22,412","22,412","996","1,411","1,610","1,626","2,122","3,569","4,389","3,184","2,957","517","31"
"전라남도 곡성군 (4672000000)","26,905","26,905","786","1,644","2,029","1,539","2,588","4,630","5,709","3,942","3,399","624","15","13,375","13,375","392","907","1,134","819","1,418","2,585","3,093","1,822","1,071","133","1","13,530","13,530","394","737","895","720","1,170","2,045","2,616","2,120","2,328","491","14"
"전라남도 구례군 (4673000000)","24,314","24,314","832","1,608","1,600","1,339","2,388","4,411","5,214","3,592","2,875","447","8","11,890","11,890","404","834","915","663","1,279","2,438","2,722","1,640","904","90","1","12,424","12,424","428","774","685","676","1,109","1,973","2,492","1,952","1,971","357","7"
"전라남도 고흥군 (4677000000)","61,113","61,113","2,052","3,391","3,491","3,162","5,444","9,517","13,458","10,909","8,123","1,513","53","29,893","29,893","1,015","1,800","2,027","1,706","3,077","5,473","6,935","4,913","2,634","307","6","31,220","31,220","1,037","1,591","1,464","1,456","2,367","4,044","6,523","5,996","5,489","1,206","47"
"전라남도 보성군 (4678000000)","37,686","37,686","1,253","2,289","2,356","2,051","3,436","6,118","8,068","6,116","5,073","896","30","18,465","18,465","652","1,171","1,345","1,134","1,906","3,510","4,207","2,775","1,576","185","4","19,221","19,221","601","1,118","1,011","917","1,530","2,608","3,861","3,341","3,497","711","26"
"전라남도 화순군 (4679000000)","61,254","61,254","2,728","5,099","6,180","4,530","7,074","11,231","11,136","7,073","5,404","781","18","30,322","30,322","1,415","2,664","3,284","2,336","3,620","6,026","5,965","3,151","1,697","163","1","30,932","30,932","1,313","2,435","2,896","2,194","3,454","5,205","5,171","3,922","3,707","618","17"
"전라남도 장흥군 (4680000000)","35,046","35,046","1,481","2,439","2,492","2,270","3,535","5,881","7,044","5,065","4,102","719","18","17,121","17,121","736","1,275","1,424","1,192","1,981","3,236","3,570","2,290","1,279","133","5","17,925","17,925","745","1,164","1,068","1,078","1,554","2,645","3,474","2,775","2,823","586","13"
"전라남도 강진군 (4681000000)","32,722","32,722","1,380","2,256","2,360","2,133","3,236","5,265","6,750","4,907","3,771","652","12","15,949","15,949","680","1,176","1,339","1,110","1,736","2,905","3,460","2,210","1,216","115","2","16,773","16,773","700","1,080","1,021","1,023","1,500","2,360","3,290","2,697","2,555","537","10"
"전라남도 해남군 (4682000000)","64,575","64,575","2,940","4,712","4,767","4,088","6,934","10,909","13,133","9,431","6,663","970","28","32,249","32,249","1,520","2,391","2,766","2,211","3,788","6,166","6,788","4,285","2,158","175","1","32,326","32,326","1,420","2,321","2,001","1,877","3,146","4,743","6,345","5,146","4,505","795","27"
"전라남도 영암군 (4683000000)","52,350","52,350","2,597","4,090","4,726","3,976","6,978","9,506","9,425","6,029","4,323","680","20","27,372","27,372","1,349","2,120","2,829","2,121","4,135","5,513","5,069","2,733","1,349","151","3","24,978","24,978","1,248","1,970","1,897","1,855","2,843","3,993","4,356","3,296","2,974","529","17"
"전라남도 무안군 (4684000000)","90,296","90,296","7,105","10,066","9,201","10,118","14,446","13,625","12,362","7,893","4,769","690","21","45,431","45,431","3,674","5,089","4,966","5,094","7,521","7,429","6,326","3,707","1,501","124","0","44,865","44,865","3,431","4,977","4,235","5,024","6,925","6,196","6,036","4,186","3,268","566","21"
"전라남도 함평군 (4686000000)","30,601","30,601","984","1,853","2,096","1,786","2,954","5,229","6,532","4,703","3,835","610","19","15,505","15,505","496","995","1,222","968","1,732","3,113","3,543","2,092","1,219","124","1","15,096","15,096","488","858","874","818","1,222","2,116","2,989","2,611","2,616","486","18"
"전라남도 영광군 (4687000000)","51,750","51,750","3,402","3,912","4,452","4,505","6,064","8,338","9,147","6,692","4,636","574","28","25,874","25,874","1,690","2,019","2,498","2,303","3,371","4,663","4,778","2,956","1,477","114","5","25,876","25,876","1,712","1,893","1,954","2,202","2,693","3,675","4,369","3,736","3,159","460","23"
"전라남도 장성군 (4688000000)","42,543","42,543","1,980","3,002","3,611","3,145","4,808","7,387","8,222","5,622","4,171","574","21","21,892","21,892","1,008","1,540","2,162","1,727","2,656","4,227","4,450","2,639","1,342","136","5","20,651","20,651","972","1,462","1,449","1,418","2,152","3,160","3,772","2,983","2,829","438","16"
"전라남도 완도군 (4689000000)","46,641","46,641","2,417","3,352","3,128","3,087","5,542","7,460","9,181","6,870","4,868","718","18","23,545","23,545","1,268","1,752","1,833","1,677","3,211","4,270","4,648","3,143","1,602","140","1","23,096","23,096","1,149","1,600","1,295","1,410","2,331","3,190","4,533","3,727","3,266","578","17"
"전라남도 진도군 (4690000000)","28,979","28,979","1,295","1,993","2,184","1,893","3,127","4,799","5,716","4,272","3,229","457","14","14,453","14,453","617","1,022","1,272","1,008","1,827","2,765","2,962","1,950","957","71","2","14,526","14,526","678","971","912","885","1,300","2,034","2,754","2,322","2,272","386","12"
"전라남도 신안군 (4691000000)","38,037","38,037","1,304","1,935","2,386","2,287","3,941","6,745","8,517","5,990","4,312","602","18","20,514","20,514","683","988","1,450","1,411","2,649","4,167","4,819","2,862","1,378","103","4","17,523","17,523","621","947","936","876","1,292","2,578","3,698","3,128","2,934","499","14"
"경상북도  (4700000000)","2,554,324","2,554,324","151,926","217,311","248,255","259,154","357,366","444,707","449,427","252,946","150,000","22,667","565","1,290,298","1,290,298","78,092","113,675","142,133","140,706","186,024","230,473","226,589","117,089","50,686","4,777","54","1,264,026","1,264,026","73,834","103,636","106,122","118,448","171,342","214,234","222,838","135,857","99,314","17,890","511"
"경상북도 포항시 (4711000000)","493,033","493,033","32,160","45,811","50,035","53,799","73,901","86,723","86,270","43,074","18,642","2,555","63","250,242","250,242","16,702","23,944","29,184","29,339","37,712","43,485","42,119","20,671","6,586","494","6","242,791","242,791","15,458","21,867","20,851","24,460","36,189","43,238","44,151","22,403","12,056","2,061","57"
"경상북도 포항시 남구 (4711100000)","226,278","226,278","13,990","20,787","23,786","24,339","34,280","39,930","39,512","20,208","8,368","1,054","24","117,509","117,509","7,273","10,890","14,479","13,580","17,981","20,803","19,538","9,739","3,041","184","1","108,769","108,769","6,717","9,897","9,307","10,759","16,299","19,127","19,974","10,469","5,327","870","23"
"경상북도 포항시 북구 (4711300000)","266,755","266,755","18,170","25,024","26,249","29,460","39,621","46,793","46,758","22,866","10,274","1,501","39","132,733","132,733","9,429","13,054","14,705","15,759","19,731","22,682","22,581","10,932","3,545","310","5","134,022","134,022","8,741","11,970","11,544","13,701","19,890","24,111","24,177","11,934","6,729","1,191","34"
"경상북도 경주시 (4713000000)","247,489","247,489","13,413","19,526","22,860","23,061","33,201","46,090","46,057","26,218","14,827","2,186","50","123,906","123,906","6,882","10,151","12,878","12,410","17,397","23,702","23,156","11,957","4,905","461","7","123,583","123,583","6,531","9,375","9,982","10,651","15,804","22,388","22,901","14,261","9,922","1,725","43"
"경상북도 김천시 (4715000000)","137,515","137,515","8,635","12,176","12,473","13,607","18,464","22,980","24,452","14,342","8,902","1,441","43","69,082","69,082","4,464","6,586","7,034","7,249","9,654","11,946","12,306","6,583","2,930","325","5","68,433","68,433","4,171","5,590","5,439","6,358","8,810","11,034","12,146","7,759","5,972","1,116","38"
"경상북도 안동시 (4717000000)","152,935","152,935","8,460","12,906","14,966","13,941","20,258","25,529","27,189","17,124","10,850","1,677","35","75,538","75,538","4,372","6,802","8,059","7,405","10,299","13,291","13,444","7,720","3,787","355","4","77,397","77,397","4,088","6,104","6,907","6,536","9,959","12,238","13,745","9,404","7,063","1,322","31"
"경상북도 구미시 (4719000000)","405,506","405,506","32,574","43,706","49,373","58,854","71,465","71,204","49,085","18,473","9,337","1,394","41","209,131","209,131","16,682","22,719","28,537","31,770","36,364","35,901","25,319","8,561","3,002","274","2","196,375","196,375","15,892","20,987","20,836","27,084","35,101","35,303","23,766","9,912","6,335","1,120","39"
"경상북도 영주시 (4721000000)","100,199","100,199","4,901","8,784","8,941","7,577","12,347","17,184","19,221","12,323","7,708","1,181","32","49,730","49,730","2,544","4,652","5,116","4,179","6,304","8,918","9,395","5,600","2,756","260","6","50,469","50,469","2,357","4,132","3,825","3,398","6,043","8,266","9,826","6,723","4,952","921","26"
"경상북도 영천시 (4723000000)","100,212","100,212","4,975","6,291","8,239","8,640","11,548","17,716","20,593","13,196","7,900","1,099","15","51,137","51,137","2,538","3,303","4,939","4,723","6,398","9,544","10,631","6,185","2,631","244","1","49,075","49,075","2,437","2,988","3,300","3,917","5,150","8,172","9,962","7,011","5,269","855","14"
